Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.7666666507720947,0.7597222328186035,0.746666669845581,0.7519444227218628
0.7933333516120911,0.7833333611488342,0.8133333325386047,0.7536110877990723
0.8399999737739563,0.8163889646530151,0.8333333134651184,0.8016667366027832
0.8399999737739563,0.7758334875106812,0.8399999737739563,0.763333261013031
0.8600000143051147,0.7855556607246399,0.8600000143051147,0.7680555582046509
0.8266666531562805,0.8266667127609253,0.846666693687439,0.8155555725097656
0.8600000143051147,0.8530556559562683,0.8399999737739563,0.8544444441795349
0.8733333349227905,0.8647223114967346,0.8666666746139526,0.8427777886390686
0.8600000143051147,0.8597221970558167,0.8799999952316284,0.8688889145851135
0.8600000143051147,0.8241666555404663,0.8333333134651184,0.8180556893348694
0.8333333134651184,0.8505555391311646,0.8199999928474426,0.8416667580604553
0.8533333539962769,0.8566665649414062,0.8600000143051147,0.8691667318344116
0.8333333134651184,0.8552777767181396,0.846666693687439,0.8580555319786072
0.846666693687439,0.8638888001441956,0.846666693687439,0.835277795791626
0.8666666746139526,0.8791666030883789,0.8333333134651184,0.8655555248260498
0.8600000143051147,0.8538889288902283,0.8199999928474426,0.8569444417953491
0.8666666746139526,0.8947222232818604,0.8199999928474426,0.8730555772781372
0.846666693687439,0.8655555248260498,0.846666693687439,0.8608333468437195
0.846666693687439,0.8663889169692993,0.846666693687439,0.8456944227218628
0.8533333539962769,0.8780554533004761,0.8600000143051147,0.8663889169692993
0.8533333539962769,0.8824999928474426,0.8600000143051147,0.872916579246521
0.846666693687439,0.8794445395469666,0.846666693687439,0.8513888120651245
0.8600000143051147,0.878611147403717,0.8600000143051147,0.8697221279144287
0.8533333539962769,0.8825000524520874,0.846666693687439,0.8794443607330322
