Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.7333333492279053,0.7736110091209412,0.36000001430511475,0.316388875246048,0.35333332419395447,0.3141666650772095,0.7200000286102295,0.7616665959358215
0.7733333110809326,0.7644444704055786,0.746666669845581,0.4369443953037262,0.7666666507720947,0.445000022649765,0.753333330154419,0.7844444513320923
0.8066666722297668,0.8083333969116211,0.753333330154419,0.690833330154419,0.746666669845581,0.679444432258606,0.8199999928474426,0.7963889837265015
0.8133333325386047,0.8219445943832397,0.7799999713897705,0.5944445133209229,0.7866666913032532,0.6019445657730103,0.8266666531562805,0.820277750492096
0.8066666722297668,0.8266666531562805,0.7666666507720947,0.5527777671813965,0.7866666913032532,0.5486111044883728,0.8199999928474426,0.8230555653572083
0.800000011920929,0.824722170829773,0.7799999713897705,0.5994443893432617,0.800000011920929,0.5750000476837158,0.800000011920929,0.8222221732139587
0.8066666722297668,0.8297223448753357,0.7866666913032532,0.6483333110809326,0.800000011920929,0.6536111235618591,0.8066666722297668,0.8316667079925537
0.8066666722297668,0.8305554986000061,0.7866666913032532,0.5994444489479065,0.8066666722297668,0.6491666436195374,0.8199999928474426,0.8230555057525635
0.8199999928474426,0.8424999713897705,0.8066666722297668,0.7725000977516174,0.8333333134651184,0.7880556583404541,0.8199999928474426,0.8322222828865051
0.8266666531562805,0.8430556058883667,0.8199999928474426,0.7413887977600098,0.8066666722297668,0.7441666722297668,0.8133333325386047,0.8300000429153442
0.8266666531562805,0.841666579246521,0.800000011920929,0.6711110472679138,0.800000011920929,0.6969444751739502,0.8266666531562805,0.8227779269218445
0.8066666722297668,0.8352777361869812,0.800000011920929,0.6694443821907043,0.7933333516120911,0.7105556130409241,0.8333333134651184,0.8263888359069824
0.8266666531562805,0.8458333015441895,0.7866666913032532,0.6399999856948853,0.800000011920929,0.6413888335227966,0.8399999737739563,0.8336111307144165
0.8333333134651184,0.8291667103767395,0.800000011920929,0.721666693687439,0.7866666913032532,0.717222273349762,0.8399999737739563,0.8091666102409363
0.846666693687439,0.8441667556762695,0.8066666722297668,0.7519444823265076,0.8266666531562805,0.7600000500679016,0.8533333539962769,0.8386110663414001
0.846666693687439,0.8416666388511658,0.8199999928474426,0.7611111402511597,0.8199999928474426,0.7713889479637146,0.8600000143051147,0.8402777910232544
0.8199999928474426,0.8452778458595276,0.7866666913032532,0.797222375869751,0.8199999928474426,0.7872223258018494,0.8333333134651184,0.8386110067367554
0.8199999928474426,0.8458333015441895,0.8266666531562805,0.7861111760139465,0.8333333134651184,0.7863889336585999,0.8333333134651184,0.8419444561004639
0.8333333134651184,0.8508332371711731,0.8133333325386047,0.7727777361869812,0.8199999928474426,0.7683334350585938,0.8199999928474426,0.8444443941116333
0.8199999928474426,0.8419445157051086,0.8133333325386047,0.7508333325386047,0.846666693687439,0.7550001740455627,0.8266666531562805,0.8374999761581421
0.8199999928474426,0.8452779650688171,0.8333333134651184,0.7850000262260437,0.8333333134651184,0.7900000214576721,0.846666693687439,0.8430556058883667
0.8199999928474426,0.8388890027999878,0.8133333325386047,0.7602778077125549,0.8266666531562805,0.7636110782623291,0.8266666531562805,0.8402777314186096
0.8266666531562805,0.8488889932632446,0.800000011920929,0.754444420337677,0.8199999928474426,0.7533333897590637,0.846666693687439,0.8491666316986084
0.8133333325386047,0.843889057636261,0.8133333325386047,0.7699999213218689,0.8199999928474426,0.7800001502037048,0.8266666531562805,0.8461110591888428
