Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.7666666507720947,0.7116666436195374,0.5199999809265137,0.5286110639572144,0.5933333039283752,0.5700000524520874,0.7400000095367432,0.7138888835906982
0.8199999928474426,0.7666667699813843,0.7799999713897705,0.528333306312561,0.7866666913032532,0.579444408416748,0.8266666531562805,0.7666667699813843
0.8133333325386047,0.771111249923706,0.800000011920929,0.5949999690055847,0.800000011920929,0.6230555176734924,0.800000011920929,0.7705556154251099
0.800000011920929,0.8030556440353394,0.7733333110809326,0.616944432258606,0.7666666507720947,0.6313889026641846,0.800000011920929,0.8002777695655823
0.7799999713897705,0.8077778220176697,0.7799999713897705,0.6366666555404663,0.7799999713897705,0.6369444131851196,0.7933333516120911,0.8041667342185974
0.8066666722297668,0.8208333253860474,0.7866666913032532,0.6250000596046448,0.7933333516120911,0.64083331823349,0.8199999928474426,0.8124998807907104
0.800000011920929,0.8291667103767395,0.7933333516120911,0.692777693271637,0.7866666913032532,0.676111102104187,0.7933333516120911,0.8308334350585938
0.846666693687439,0.837777853012085,0.800000011920929,0.5972221493721008,0.800000011920929,0.5924999713897705,0.8199999928474426,0.8244444727897644
0.8199999928474426,0.8405554890632629,0.8066666722297668,0.7108332514762878,0.800000011920929,0.7333332300186157,0.800000011920929,0.8200000524520874
0.8399999737739563,0.8280556201934814,0.8066666722297668,0.698055624961853,0.8066666722297668,0.7188889384269714,0.8399999737739563,0.8277776837348938
0.8199999928474426,0.844722330570221,0.7933333516120911,0.7252777814865112,0.7866666913032532,0.7269444465637207,0.8333333134651184,0.8386113047599792
0.8133333325386047,0.8111111521720886,0.7599999904632568,0.642777681350708,0.7599999904632568,0.6733332872390747,0.8199999928474426,0.8133333921432495
0.8533333539962769,0.8549999594688416,0.8199999928474426,0.7536110877990723,0.8066666722297668,0.7522221803665161,0.8533333539962769,0.8594443202018738
0.8600000143051147,0.8497222661972046,0.7933333516120911,0.7108333706855774,0.7799999713897705,0.7391666173934937,0.8600000143051147,0.8513888716697693
0.846666693687439,0.8269443511962891,0.7933333516120911,0.6980555653572083,0.7933333516120911,0.7308332324028015,0.8399999737739563,0.8338890075683594
0.8533333539962769,0.8541667461395264,0.7733333110809326,0.717222273349762,0.7866666913032532,0.7352777719497681,0.8600000143051147,0.8666667342185974
0.8399999737739563,0.8419444561004639,0.7933333516120911,0.7138887643814087,0.800000011920929,0.746388852596283,0.846666693687439,0.8544444441795349
0.846666693687439,0.8461111187934875,0.7933333516120911,0.728611171245575,0.8066666722297668,0.7399999499320984,0.846666693687439,0.8586111664772034
0.8399999737739563,0.8288889527320862,0.7933333516120911,0.7486110925674438,0.8066666722297668,0.7597222924232483,0.8333333134651184,0.8341666460037231
0.8399999737739563,0.8399999141693115,0.7733333110809326,0.7038888335227966,0.7866666913032532,0.7325000166893005,0.8333333134651184,0.8391666412353516
0.8333333134651184,0.8316665887832642,0.800000011920929,0.7377777695655823,0.800000011920929,0.7526388168334961,0.846666693687439,0.8369444012641907
0.8533333539962769,0.8411111831665039,0.7866666913032532,0.7483333349227905,0.7933333516120911,0.7638888955116272,0.8600000143051147,0.8472222089767456
0.8399999737739563,0.8452779054641724,0.7866666913032532,0.7530555129051208,0.800000011920929,0.7605555653572083,0.846666693687439,0.8538889288902283
0.8399999737739563,0.8427778482437134,0.7933333516120911,0.7541666030883789,0.8066666722297668,0.7697221636772156,0.8399999737739563,0.8447222709655762
