Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.8199999928474426,0.729999840259552,0.7400000095367432,0.6755555868148804,0.7599999904632568,0.603611171245575,0.8199999928474426,0.7180554270744324
0.7733333110809326,0.7638888359069824,0.5666666626930237,0.46166670322418213,0.5666666626930237,0.4416666328907013,0.7666666507720947,0.762499988079071
0.7733333110809326,0.7625000476837158,0.7799999713897705,0.5147222280502319,0.753333330154419,0.5,0.7599999904632568,0.7722222208976746
0.7866666913032532,0.7900000810623169,0.800000011920929,0.5766666531562805,0.8066666722297668,0.603055477142334,0.7866666913032532,0.7922221422195435
0.8133333325386047,0.8161112070083618,0.8133333325386047,0.6183333396911621,0.8133333325386047,0.6250000596046448,0.8199999928474426,0.8083334565162659
0.7733333110809326,0.7902777791023254,0.7799999713897705,0.6838889718055725,0.7733333110809326,0.693888783454895,0.7733333110809326,0.7911112308502197
0.8266666531562805,0.8166666030883789,0.7866666913032532,0.4475000202655792,0.7933333516120911,0.4513888657093048,0.8266666531562805,0.8133331537246704
0.8066666722297668,0.8100000619888306,0.800000011920929,0.570277750492096,0.8066666722297668,0.6072222590446472,0.8066666722297668,0.8074999451637268
0.8199999928474426,0.8177777528762817,0.7866666913032532,0.6358333230018616,0.7866666913032532,0.6686110496520996,0.800000011920929,0.8286111950874329
0.8399999737739563,0.8324999213218689,0.8133333325386047,0.685555636882782,0.800000011920929,0.6783332824707031,0.8133333325386047,0.8358332514762878
0.8266666531562805,0.8355554938316345,0.8133333325386047,0.761388897895813,0.8266666531562805,0.7372221946716309,0.8266666531562805,0.836388885974884
0.8399999737739563,0.8333332538604736,0.7933333516120911,0.743611216545105,0.7933333516120911,0.7327777743339539,0.8266666531562805,0.837777853012085
0.846666693687439,0.8227778077125549,0.7599999904632568,0.6474999785423279,0.7666666507720947,0.6077778935432434,0.846666693687439,0.8205556273460388
0.8199999928474426,0.8188889026641846,0.800000011920929,0.7977778315544128,0.7933333516120911,0.7711110711097717,0.8066666722297668,0.8105555772781372
0.8333333134651184,0.8130555748939514,0.8133333325386047,0.7711111307144165,0.8266666531562805,0.7580556869506836,0.8199999928474426,0.8116666674613953
0.8533333539962769,0.8286110758781433,0.8133333325386047,0.790555477142334,0.8333333134651184,0.761388897895813,0.8266666531562805,0.8180555701255798
0.8399999737739563,0.8094444274902344,0.8133333325386047,0.7733333706855774,0.8066666722297668,0.7500001192092896,0.8333333134651184,0.801111102104187
0.8333333134651184,0.8030555844306946,0.8199999928474426,0.7541666030883789,0.8066666722297668,0.730555534362793,0.8199999928474426,0.8024999499320984
0.8133333325386047,0.8202779293060303,0.800000011920929,0.7558334469795227,0.7933333516120911,0.7313889265060425,0.8133333325386047,0.8138889074325562
0.8399999737739563,0.8200000524520874,0.8199999928474426,0.7855554819107056,0.8199999928474426,0.781110942363739,0.846666693687439,0.8077777028083801
0.8333333134651184,0.8211111426353455,0.8266666531562805,0.7850000858306885,0.8199999928474426,0.7600000500679016,0.846666693687439,0.8094443678855896
0.8399999737739563,0.8274999260902405,0.8199999928474426,0.7902777791023254,0.8133333325386047,0.7574999928474426,0.846666693687439,0.8138889074325562
0.8333333134651184,0.808055579662323,0.8333333134651184,0.7830553650856018,0.8266666531562805,0.7605555653572083,0.8399999737739563,0.7986111044883728
0.846666693687439,0.8219444155693054,0.8333333134651184,0.7744443416595459,0.8199999928474426,0.758055567741394,0.8399999737739563,0.8163889050483704
