Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.8199999928474426,0.7558332681655884,0.7666666507720947,0.523888885974884,0.7599999904632568,0.5569444298744202,0.7866666913032532,0.7597222328186035
0.7599999904632568,0.7994444966316223,0.7599999904632568,0.5525000095367432,0.7666666507720947,0.5233333110809326,0.7266666889190674,0.7847222685813904
0.7866666913032532,0.8225001096725464,0.800000011920929,0.5413889288902283,0.7799999713897705,0.546110987663269,0.7933333516120911,0.8191667199134827
0.7799999713897705,0.7980555891990662,0.7933333516120911,0.6291666626930237,0.7733333110809326,0.6530554294586182,0.7933333516120911,0.7986112236976624
0.8066666722297668,0.8058333396911621,0.7933333516120911,0.6527777910232544,0.7733333110809326,0.6605555415153503,0.7866666913032532,0.8080555200576782
0.8066666722297668,0.7977777123451233,0.7866666913032532,0.6363888382911682,0.7733333110809326,0.6311110854148865,0.8133333325386047,0.796110987663269
0.8133333325386047,0.8077777028083801,0.7866666913032532,0.6233333349227905,0.7866666913032532,0.6138889193534851,0.8133333325386047,0.8108333349227905
0.8199999928474426,0.7988887429237366,0.800000011920929,0.6688889265060425,0.7799999713897705,0.6458333134651184,0.8066666722297668,0.8036112785339355
0.8333333134651184,0.8127778768539429,0.8133333325386047,0.6447222828865051,0.8066666722297668,0.6274999976158142,0.8333333134651184,0.819444477558136
0.8199999928474426,0.8316667079925537,0.8199999928474426,0.6716667413711548,0.8066666722297668,0.6344444751739502,0.8399999737739563,0.8302778005599976
0.8333333134651184,0.8186111450195312,0.8399999737739563,0.6955555081367493,0.8133333325386047,0.6733332872390747,0.8399999737739563,0.8222222328186035
0.846666693687439,0.8180554509162903,0.800000011920929,0.7522222995758057,0.800000011920929,0.7424999475479126,0.8533333539962769,0.8180555105209351
0.8333333134651184,0.8238888382911682,0.7599999904632568,0.7302777767181396,0.7666666507720947,0.6972221732139587,0.8333333134651184,0.8230555057525635
0.8399999737739563,0.8466666340827942,0.7866666913032532,0.6924999952316284,0.7866666913032532,0.6438888907432556,0.8399999737739563,0.8469443917274475
0.8266666531562805,0.8338887691497803,0.800000011920929,0.7461111545562744,0.8133333325386047,0.7294443845748901,0.8333333134651184,0.8233333230018616
0.8333333134651184,0.8413888812065125,0.7933333516120911,0.7547221779823303,0.7733333110809326,0.7425000667572021,0.8333333134651184,0.8319444060325623
0.846666693687439,0.8394443988800049,0.8199999928474426,0.7583333253860474,0.800000011920929,0.7463889122009277,0.8399999737739563,0.8252776265144348
0.8133333325386047,0.8252778649330139,0.8066666722297668,0.7472222447395325,0.7866666913032532,0.7338888645172119,0.8199999928474426,0.8161110877990723
0.8199999928474426,0.8511110544204712,0.7933333516120911,0.7308333516120911,0.7866666913032532,0.7197222113609314,0.8399999737739563,0.8488889932632446
0.846666693687439,0.8449999094009399,0.7866666913032532,0.7777778506278992,0.7866666913032532,0.7622220516204834,0.8399999737739563,0.837222158908844
0.8199999928474426,0.8322223424911499,0.8199999928474426,0.7647222876548767,0.8133333325386047,0.7555555105209351,0.8600000143051147,0.8197222352027893
0.8333333134651184,0.8327777981758118,0.8066666722297668,0.7605555653572083,0.8066666722297668,0.7502777576446533,0.8333333134651184,0.8274999856948853
0.8266666531562805,0.842777669429779,0.8066666722297668,0.7683334946632385,0.7933333516120911,0.7672222852706909,0.8399999737739563,0.8300000429153442
0.8333333134651184,0.8502777814865112,0.800000011920929,0.7736110687255859,0.7866666913032532,0.770277738571167,0.8333333134651184,0.8480554819107056
