baseline_accuracies,baseline_aurocs,baseline_tp,baseline_tn,baseline_fp,baseline_fn,max_rgb_accuracies,max_rgb_aurocs,max_rgb_tp,max_rgb_tn,max_rgb_fp,max_rgb_fn,shades_of_gray_accuracies,shades_of_gray_aurocs,shades_of_gray_tp,shades_of_gray_tn,shades_of_gray_fp,shades_of_gray_fn,ben_graham_accuracies,ben_graham_aurocs,ben_graham_tp,ben_graham_tn,ben_graham_fp,ben_graham_fn
0.7866666913032532,0.7241666913032532,11,115,19,5,0.7266666889190674,0.7750000357627869,12,116,18,4,0.7066666483879089,0.7555557489395142,11,116,19,4,0.7266666889190674,0.6324999928474426,14,118,16,2
0.7933333516120911,0.6788889765739441,11,115,19,5,0.7400000095367432,0.7538889050483704,12,116,18,4,0.7933333516120911,0.7327777147293091,11,116,19,4,0.7400000095367432,0.6522222757339478,14,118,16,2
0.8199999928474426,0.7608333826065063,11,115,19,5,0.800000011920929,0.8230555057525635,12,116,18,4,0.7866666913032532,0.8155555725097656,11,116,19,4,0.8533333539962769,0.7611111402511597,14,118,16,2
0.8266666531562805,0.7705556154251099,11,115,19,5,0.8199999928474426,0.8297222256660461,12,116,18,4,0.8066666722297668,0.8072222471237183,11,116,19,4,0.8066666722297668,0.7816667556762695,14,118,16,2
0.8266666531562805,0.7950000762939453,11,115,19,5,0.8533333539962769,0.8519444465637207,12,116,18,4,0.8133333325386047,0.8116667866706848,11,116,19,4,0.8399999737739563,0.7950000166893005,14,118,16,2
0.8133333325386047,0.8261112570762634,11,115,19,5,0.8333333134651184,0.85833340883255,12,116,18,4,0.8133333325386047,0.8036112785339355,11,116,19,4,0.8533333539962769,0.7983333468437195,14,118,16,2
0.846666693687439,0.840833306312561,11,115,19,5,0.7866666913032532,0.831944465637207,12,116,18,4,0.7866666913032532,0.7802776098251343,11,116,19,4,0.8399999737739563,0.8286110758781433,14,118,16,2
0.8333333134651184,0.857222318649292,11,115,19,5,0.7666666507720947,0.830833375453949,12,116,18,4,0.8399999737739563,0.8063889145851135,11,116,19,4,0.8266666531562805,0.8330555558204651,14,118,16,2
0.8399999737739563,0.8630555868148804,11,115,19,5,0.8333333134651184,0.8730554580688477,12,116,18,4,0.846666693687439,0.7883334755897522,11,116,19,4,0.8399999737739563,0.8263888955116272,14,118,16,2
0.8666666746139526,0.8936111330986023,11,115,19,5,0.8533333539962769,0.8627778887748718,12,116,18,4,0.8066666722297668,0.7688890099525452,11,116,19,4,0.8666666746139526,0.8550000190734863,14,118,16,2
0.846666693687439,0.8425000905990601,11,115,19,5,0.8600000143051147,0.8441666960716248,12,116,18,4,0.800000011920929,0.7813889384269714,11,116,19,4,0.846666693687439,0.8247222304344177,14,118,16,2
0.846666693687439,0.8208334445953369,11,115,19,5,0.8333333134651184,0.8077778220176697,12,116,18,4,0.8066666722297668,0.7850000262260437,11,116,19,4,0.8666666746139526,0.8508332967758179,14,118,16,2
0.8533333539962769,0.8388888835906982,11,115,19,5,0.8399999737739563,0.8594444394111633,12,116,18,4,0.8399999737739563,0.8136111497879028,11,116,19,4,0.8533333539962769,0.8458333015441895,14,118,16,2
0.8199999928474426,0.8713889718055725,11,115,19,5,0.846666693687439,0.8586110472679138,12,116,18,4,0.8066666722297668,0.8041666746139526,11,116,19,4,0.8933333158493042,0.8338889479637146,14,118,16,2
0.8266666531562805,0.862500011920929,11,115,19,5,0.8533333539962769,0.8788889646530151,12,116,18,4,0.8199999928474426,0.7938888669013977,11,116,19,4,0.8799999952316284,0.8258334994316101,14,118,16,2
0.8266666531562805,0.8588889241218567,11,115,19,5,0.8799999952316284,0.8558335304260254,12,116,18,4,0.8133333325386047,0.8347222805023193,11,116,19,4,0.8666666746139526,0.8411110043525696,14,118,16,2
0.8399999737739563,0.8697220087051392,11,115,19,5,0.8600000143051147,0.8558335304260254,12,116,18,4,0.8533333539962769,0.8436111211776733,11,116,19,4,0.8666666746139526,0.8480555415153503,14,118,16,2
0.8399999737739563,0.8822221159934998,11,115,19,5,0.8399999737739563,0.8563889861106873,12,116,18,4,0.8199999928474426,0.834444522857666,11,116,19,4,0.8866666555404663,0.8394444584846497,14,118,16,2
0.8199999928474426,0.8849999904632568,11,115,19,5,0.8133333325386047,0.8647221922874451,12,116,18,4,0.8266666531562805,0.8619444966316223,11,116,19,4,0.8600000143051147,0.858055591583252,14,118,16,2
0.8399999737739563,0.8899999856948853,11,115,19,5,0.8600000143051147,0.8511112332344055,12,116,18,4,0.8266666531562805,0.852222204208374,11,116,19,4,0.8733333349227905,0.8788890242576599,14,118,16,2
0.8199999928474426,0.8797221779823303,11,115,19,5,0.846666693687439,0.85999995470047,12,116,18,4,0.8600000143051147,0.8594443798065186,11,116,19,4,0.8799999952316284,0.8708334565162659,14,118,16,2
0.846666693687439,0.8816667199134827,11,115,19,5,0.846666693687439,0.8702777028083801,12,116,18,4,0.8533333539962769,0.8550000190734863,11,116,19,4,0.8799999952316284,0.8730556964874268,14,118,16,2
0.8333333134651184,0.8816665410995483,11,115,19,5,0.8399999737739563,0.8711111545562744,12,116,18,4,0.8666666746139526,0.8583333492279053,11,116,19,4,0.8999999761581421,0.8680556416511536,14,118,16,2
0.8399999737739563,0.8833332061767578,11,115,19,5,0.8533333539962769,0.8777779340744019,12,116,18,4,0.846666693687439,0.8533333539962769,11,116,19,4,0.8799999952316284,0.8722223043441772,14,118,16,2
