Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.7133333086967468,0.6969444751739502,0.4399999976158142,0.36472222208976746,0.4933333396911621,0.3797222077846527,0.7066666483879089,0.7038888931274414
0.7200000286102295,0.7727778553962708,0.7866666913032532,0.3661110997200012,0.7733333110809326,0.3886111080646515,0.746666669845581,0.7866666913032532
0.7666666507720947,0.7461110353469849,0.7866666913032532,0.6133332848548889,0.7799999713897705,0.6419443488121033,0.7666666507720947,0.7649999260902405
0.7933333516120911,0.7933333516120911,0.7933333516120911,0.5252777934074402,0.8066666722297668,0.5569444298744202,0.8199999928474426,0.8008332252502441
0.8066666722297668,0.8008332848548889,0.7933333516120911,0.5322222113609314,0.800000011920929,0.5541666150093079,0.8199999928474426,0.8063888549804688
0.800000011920929,0.8094444870948792,0.800000011920929,0.6630555987358093,0.7799999713897705,0.6519444584846497,0.800000011920929,0.809166669845581
0.8199999928474426,0.8147222399711609,0.8066666722297668,0.6447221636772156,0.800000011920929,0.621666669845581,0.8266666531562805,0.8041666150093079
0.8333333134651184,0.8283335566520691,0.7933333516120911,0.5947222113609314,0.7933333516120911,0.6036110520362854,0.8533333539962769,0.8308334350585938
0.8266666531562805,0.8111112117767334,0.7866666913032532,0.7211111187934875,0.800000011920929,0.7019444704055786,0.8066666722297668,0.7991666197776794
0.8266666531562805,0.8313889503479004,0.7799999713897705,0.7202777862548828,0.7866666913032532,0.7183332443237305,0.8199999928474426,0.8224999904632568
0.8600000143051147,0.8383333086967468,0.800000011920929,0.7222222089767456,0.7933333516120911,0.7236111760139465,0.846666693687439,0.8388888239860535
0.8399999737739563,0.8397221565246582,0.8066666722297668,0.7463889718055725,0.8266666531562805,0.7516667246818542,0.8333333134651184,0.8286110758781433
0.8333333134651184,0.8572221994400024,0.8266666531562805,0.7152776718139648,0.8199999928474426,0.7183333039283752,0.8533333539962769,0.8430554270744324
0.846666693687439,0.865277886390686,0.8199999928474426,0.7619444131851196,0.8266666531562805,0.7408333420753479,0.8399999737739563,0.8583332896232605
0.8199999928474426,0.8391666412353516,0.8199999928474426,0.7441666722297668,0.7866666913032532,0.7294445037841797,0.8199999928474426,0.824722170829773
0.846666693687439,0.8583334684371948,0.8199999928474426,0.788055419921875,0.8066666722297668,0.7788887619972229,0.846666693687439,0.8438888788223267
0.8333333134651184,0.8630554676055908,0.8066666722297668,0.7641667127609253,0.7933333516120911,0.7533333897590637,0.8399999737739563,0.8516666889190674
0.8266666531562805,0.8569445013999939,0.8199999928474426,0.743888795375824,0.8266666531562805,0.731666624546051,0.8333333134651184,0.8494443893432617
0.8333333134651184,0.8341667652130127,0.8133333325386047,0.7433333992958069,0.8066666722297668,0.7202777862548828,0.8266666531562805,0.8236111402511597
0.8199999928474426,0.8563889265060425,0.8066666722297668,0.771944522857666,0.8133333325386047,0.7622222900390625,0.8333333134651184,0.8413888216018677
0.8399999737739563,0.8547220826148987,0.8066666722297668,0.7688890099525452,0.800000011920929,0.7477778792381287,0.846666693687439,0.8391666412353516
0.8199999928474426,0.8491666316986084,0.8199999928474426,0.7673611044883728,0.8133333325386047,0.7561110258102417,0.8399999737739563,0.8344444632530212
0.8333333134651184,0.8375000357627869,0.8066666722297668,0.7716668248176575,0.800000011920929,0.7644444108009338,0.8399999737739563,0.8299999237060547
0.8066666722297668,0.8491666913032532,0.8133333325386047,0.770833432674408,0.8199999928474426,0.7672222852706909,0.846666693687439,0.8461110591888428
