Baseline_acc,Baseline_auroc,Without_SE_acc,Without_SE_auroc,without_SE_with_ARL_acc,without_SE_with_ARL_auroc,SE_and_ARL_acc,SE_and_ARL_auroc
0.7599999904632568,0.7380554676055908,0.7733333110809326,0.4233333170413971,0.7599999904632568,0.4536111056804657,0.753333330154419,0.7447221279144287
0.7400000095367432,0.6969444155693054,0.7400000095367432,0.418611079454422,0.7400000095367432,0.49666669964790344,0.6933333277702332,0.6872222423553467
0.7400000095367432,0.7372222542762756,0.7666666507720947,0.6361111402511597,0.7666666507720947,0.621666669845581,0.7599999904632568,0.7369444370269775
0.7866666913032532,0.8191667199134827,0.8133333325386047,0.6336110830307007,0.8266666531562805,0.6722222566604614,0.8133333325386047,0.8230555653572083
0.7933333516120911,0.8030555844306946,0.7866666913032532,0.5583333373069763,0.800000011920929,0.6200001239776611,0.800000011920929,0.8094446063041687
0.8066666722297668,0.8083333373069763,0.800000011920929,0.6672221422195435,0.8199999928474426,0.7005554437637329,0.8133333325386047,0.8136110901832581
0.8199999928474426,0.7997222542762756,0.7933333516120911,0.5205554962158203,0.7933333516120911,0.5477778315544128,0.8266666531562805,0.8061110377311707
0.8133333325386047,0.7961110472679138,0.7933333516120911,0.7069443464279175,0.8133333325386047,0.7425000667572021,0.8266666531562805,0.8044444918632507
0.8333333134651184,0.8191666603088379,0.8266666531562805,0.7283334732055664,0.8133333325386047,0.7491667866706848,0.846666693687439,0.8233333230018616
0.8199999928474426,0.8441666960716248,0.7799999713897705,0.7391666769981384,0.8066666722297668,0.7505554556846619,0.8333333134651184,0.8366667628288269
0.8266666531562805,0.8230555653572083,0.8066666722297668,0.7122223377227783,0.800000011920929,0.7458333373069763,0.8266666531562805,0.8100000619888306
0.8399999737739563,0.817777693271637,0.7933333516120911,0.7708333134651184,0.8133333325386047,0.7788889408111572,0.846666693687439,0.8041666150093079
0.8399999737739563,0.8202776312828064,0.8266666531562805,0.7691667675971985,0.8333333134651184,0.7719444036483765,0.8333333134651184,0.8141665458679199
0.8600000143051147,0.8241666555404663,0.8066666722297668,0.7616665959358215,0.8066666722297668,0.7733333110809326,0.8399999737739563,0.8147221207618713
0.8399999737739563,0.8244443535804749,0.8199999928474426,0.7397221922874451,0.8199999928474426,0.7547221779823303,0.8333333134651184,0.8180554509162903
0.8399999737739563,0.8222222328186035,0.8133333325386047,0.7586111426353455,0.8133333325386047,0.7763888835906982,0.8533333539962769,0.8302777409553528
0.8399999737739563,0.8216665983200073,0.8333333134651184,0.7619444727897644,0.8266666531562805,0.7927778959274292,0.8399999737739563,0.8169444799423218
0.8333333134651184,0.8224999308586121,0.8066666722297668,0.793055534362793,0.8199999928474426,0.7986112236976624,0.8600000143051147,0.8238888382911682
0.846666693687439,0.8111110925674438,0.8066666722297668,0.795555591583252,0.8266666531562805,0.8011112809181213,0.846666693687439,0.8194445371627808
0.8600000143051147,0.8394444584846497,0.8066666722297668,0.7416665554046631,0.8133333325386047,0.7725000381469727,0.8666666746139526,0.8386110663414001
0.8533333539962769,0.8341667056083679,0.8133333325386047,0.7705556154251099,0.8199999928474426,0.7913888692855835,0.8666666746139526,0.8349999785423279
0.846666693687439,0.8269445300102234,0.7933333516120911,0.7494446039199829,0.8066666722297668,0.772777795791626,0.8600000143051147,0.8325000405311584
0.846666693687439,0.8286110758781433,0.8199999928474426,0.7444444894790649,0.8333333134651184,0.7733334302902222,0.8533333539962769,0.833611011505127
0.8600000143051147,0.8294445276260376,0.8133333325386047,0.7716667056083679,0.8266666531562805,0.7963888049125671,0.8666666746139526,0.8327778577804565
