Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.7133333086967468,0.6874999403953552,0.6933333277702332,0.6713889241218567
0.8133333325386047,0.7677779197692871,0.8266666531562805,0.7499999403953552
0.8199999928474426,0.8041666746139526,0.8066666722297668,0.7994444966316223
0.8266666531562805,0.7858335375785828,0.8199999928474426,0.7863888144493103
0.846666693687439,0.7994444966316223,0.8399999737739563,0.7986111044883728
0.8533333539962769,0.8258333206176758,0.8600000143051147,0.8316667675971985
0.8333333134651184,0.841666579246521,0.846666693687439,0.8297221660614014
0.8199999928474426,0.8352777361869812,0.8333333134651184,0.8466666340827942
0.8666666746139526,0.8550000786781311,0.8799999952316284,0.8925000429153442
0.8066666722297668,0.803611159324646,0.8266666531562805,0.8269444108009338
0.8333333134651184,0.8466665148735046,0.8399999737739563,0.8383333683013916
0.8733333349227905,0.8494444489479065,0.8399999737739563,0.8491666913032532
0.846666693687439,0.8458333611488342,0.8533333539962769,0.8266668319702148
0.846666693687439,0.8449999094009399,0.8600000143051147,0.8441665768623352
0.8333333134651184,0.8655555248260498,0.8533333539962769,0.8608334064483643
0.8133333325386047,0.8391666412353516,0.8600000143051147,0.8130556344985962
0.8600000143051147,0.8844446539878845,0.8666666746139526,0.8558332920074463
0.846666693687439,0.8872223496437073,0.8666666746139526,0.8699998259544373
0.846666693687439,0.8855555057525635,0.8666666746139526,0.8608332276344299
0.8333333134651184,0.8822222948074341,0.8799999952316284,0.8733331561088562
0.8533333539962769,0.8908334374427795,0.8733333349227905,0.8677776455879211
0.8533333539962769,0.8994444608688354,0.846666693687439,0.869999885559082
0.8733333349227905,0.9002779722213745,0.8733333349227905,0.8733332753181458
0.8533333539962769,0.8916669487953186,0.8533333539962769,0.8622221350669861
