Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.6733333468437195,0.6391665935516357,0.653333306312561,0.6422222256660461
0.7733333110809326,0.7983334064483643,0.7799999713897705,0.7822222709655762
0.8066666722297668,0.7769444584846497,0.800000011920929,0.7858333587646484
0.8333333134651184,0.7819443941116333,0.8533333539962769,0.808055579662323
0.8133333325386047,0.7847222089767456,0.8333333134651184,0.8038888573646545
0.8333333134651184,0.8052777647972107,0.8399999737739563,0.824999988079071
0.8533333539962769,0.8349998593330383,0.8600000143051147,0.8211110830307007
0.8533333539962769,0.8525000214576721,0.8199999928474426,0.8447222113609314
0.8533333539962769,0.8361111283302307,0.8333333134651184,0.8294443488121033
0.8266666531562805,0.8438887596130371,0.8266666531562805,0.8502779006958008
0.8399999737739563,0.8299999833106995,0.8933333158493042,0.8663889765739441
0.8533333539962769,0.8850001096725464,0.8666666746139526,0.8797223567962646
0.8733333349227905,0.8791667222976685,0.8666666746139526,0.8750001192092896
0.8666666746139526,0.8766666650772095,0.8333333134651184,0.8511109948158264
0.8266666531562805,0.8474999666213989,0.8199999928474426,0.8647221922874451
0.8600000143051147,0.8608332872390747,0.8133333325386047,0.8691666722297668
0.846666693687439,0.8794443607330322,0.8266666531562805,0.8694443106651306
0.8199999928474426,0.8744444847106934,0.8399999737739563,0.8799999952316284
0.8600000143051147,0.8949998617172241,0.8600000143051147,0.9008333086967468
0.8733333349227905,0.8916667103767395,0.8399999737739563,0.8894445896148682
0.8866666555404663,0.9024998545646667,0.8399999737739563,0.8927778005599976
0.8533333539962769,0.8916666507720947,0.8333333134651184,0.8938888907432556
0.8799999952316284,0.8966667056083679,0.8600000143051147,0.9030556678771973
0.8666666746139526,0.8961110711097717,0.8333333134651184,0.9033334255218506
