Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.7599999904632568,0.7163889408111572,0.7599999904632568,0.7322221994400024
0.8133333325386047,0.7919445037841797,0.800000011920929,0.8191667199134827
0.7866666913032532,0.736666738986969,0.8066666722297668,0.7758333683013916
0.8199999928474426,0.7783334851264954,0.8333333134651184,0.8008334636688232
0.846666693687439,0.7811112999916077,0.8399999737739563,0.7994445562362671
0.846666693687439,0.791388988494873,0.846666693687439,0.8025000691413879
0.8399999737739563,0.785277783870697,0.8199999928474426,0.7899999618530273
0.8733333349227905,0.8249998688697815,0.8600000143051147,0.8366668224334717
0.8333333134651184,0.8491666913032532,0.8266666531562805,0.8138889074325562
0.8333333134651184,0.8094444274902344,0.8199999928474426,0.8041667342185974
0.8333333134651184,0.8488889336585999,0.8266666531562805,0.8497222065925598
0.8399999737739563,0.8411111831665039,0.846666693687439,0.852777898311615
0.8399999737739563,0.860833466053009,0.8533333539962769,0.8830555081367493
0.8733333349227905,0.8849998712539673,0.8866666555404663,0.8875001668930054
0.8600000143051147,0.9005554914474487,0.8600000143051147,0.8997222781181335
0.8799999952316284,0.8975000977516174,0.8666666746139526,0.900277853012085
0.8266666531562805,0.8797222971916199,0.8666666746139526,0.9263889193534851
0.8666666746139526,0.8988889455795288,0.8733333349227905,0.9144444465637207
0.8733333349227905,0.8965274691581726,0.8533333539962769,0.8886111974716187
0.8666666746139526,0.8980554938316345,0.8799999952316284,0.9033334255218506
0.846666693687439,0.897222101688385,0.8799999952316284,0.9016665816307068
0.8399999737739563,0.898749828338623,0.8733333349227905,0.9055554866790771
0.8533333539962769,0.8997220396995544,0.8533333539962769,0.9041668176651001
0.846666693687439,0.899166464805603,0.8533333539962769,0.9029167294502258
