Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.6866666674613953,0.7486112117767334,0.6600000262260437,0.744722306728363
0.846666693687439,0.7547222971916199,0.8266666531562805,0.7538888454437256
0.8266666531562805,0.7577778100967407,0.8533333539962769,0.7605555057525635
0.8266666531562805,0.7755555510520935,0.8266666531562805,0.7780555486679077
0.8266666531562805,0.7736111283302307,0.8266666531562805,0.7766665816307068
0.8533333539962769,0.7936112284660339,0.846666693687439,0.7902778387069702
0.8266666531562805,0.7963889241218567,0.8133333325386047,0.8038889765739441
0.8333333134651184,0.8536112904548645,0.8533333539962769,0.8600001335144043
0.8199999928474426,0.8561110496520996,0.8333333134651184,0.838055431842804
0.8399999737739563,0.7941667437553406,0.8133333325386047,0.7769445180892944
0.7799999713897705,0.7922222018241882,0.8066666722297668,0.8155556917190552
0.8133333325386047,0.8552776575088501,0.846666693687439,0.8511110544204712
0.8266666531562805,0.8191667199134827,0.8133333325386047,0.7761111259460449
0.8133333325386047,0.8461110591888428,0.8199999928474426,0.8086110949516296
0.7933333516120911,0.8286110758781433,0.8266666531562805,0.809999942779541
0.8600000143051147,0.8683332800865173,0.8399999737739563,0.8613888025283813
0.8399999737739563,0.8744444847106934,0.8533333539962769,0.8808331489562988
0.8266666531562805,0.8761111497879028,0.8533333539962769,0.8697221279144287
0.8199999928474426,0.8852776885032654,0.846666693687439,0.8808333277702332
0.8133333325386047,0.8808332681655884,0.846666693687439,0.8569445013999939
0.846666693687439,0.8811110258102417,0.8866666555404663,0.8583333492279053
0.8266666531562805,0.8716665506362915,0.8933333158493042,0.854722261428833
0.8133333325386047,0.8658332824707031,0.8600000143051147,0.8499999046325684
0.8533333539962769,0.8749998211860657,0.8866666555404663,0.8541666269302368
