Baseline,Without SE,Without SE and with ARL,With Both
0.7933333516120911,0.4933333396911621,0.5199999809265137,0.7933333516120911
0.7666666507720947,0.5333333611488342,0.5733333230018616,0.7666666507720947
0.8199999928474426,0.7666666507720947,0.7799999713897705,0.8066666722297668
0.846666693687439,0.7866666913032532,0.7933333516120911,0.8399999737739563
0.8066666722297668,0.8333333134651184,0.8066666722297668,0.800000011920929
0.8399999737739563,0.8066666722297668,0.7866666913032532,0.8666666746139526
0.8333333134651184,0.8133333325386047,0.8066666722297668,0.8666666746139526
0.8600000143051147,0.8266666531562805,0.8333333134651184,0.8600000143051147
0.8399999737739563,0.8333333134651184,0.8399999737739563,0.8533333539962769
0.8133333325386047,0.7400000095367432,0.6800000071525574,0.746666669845581
0.8600000143051147,0.8399999737739563,0.8600000143051147,0.846666693687439
0.8799999952316284,0.8266666531562805,0.8133333325386047,0.8333333134651184
0.8600000143051147,0.8266666531562805,0.7666666507720947,0.8666666746139526
0.8799999952316284,0.8333333134651184,0.8266666531562805,0.8666666746139526
0.8600000143051147,0.8600000143051147,0.846666693687439,0.8333333134651184
0.8999999761581421,0.8333333134651184,0.8266666531562805,0.846666693687439
0.846666693687439,0.8399999737739563,0.8733333349227905,0.8399999737739563
0.8733333349227905,0.8066666722297668,0.8666666746139526,0.8199999928474426
0.8600000143051147,0.8333333134651184,0.846666693687439,0.846666693687439
0.8666666746139526,0.8199999928474426,0.8666666746139526,0.8533333539962769
0.8799999952316284,0.8066666722297668,0.846666693687439,0.8733333349227905
0.8733333349227905,0.8199999928474426,0.8600000143051147,0.846666693687439
0.8666666746139526,0.8066666722297668,0.8666666746139526,0.8799999952316284
0.8733333349227905,0.8199999928474426,0.8866666555404663,0.8600000143051147
0.8600000143051147,0.8266666531562805,0.8733333349227905,0.8666666746139526
0.8600000143051147,0.8133333325386047,0.8666666746139526,0.8399999737739563
0.8666666746139526,0.8066666722297668,0.8799999952316284,0.8733333349227905
0.8533333539962769,0.8199999928474426,0.8866666555404663,0.8600000143051147
0.8600000143051147,0.8133333325386047,0.8866666555404663,0.8799999952316284
0.8666666746139526,0.8199999928474426,0.8799999952316284,0.8733333349227905
