Baseline,Max RGB,Shades of Gray,Ben Graham
0.699999988079071,0.653333306312561,0.7066666483879089,0.6399999856948853
0.753333330154419,0.746666669845581,0.7666666507720947,0.753333330154419
0.8133333325386047,0.8266666531562805,0.8066666722297668,0.8399999737739563
0.8333333134651184,0.8333333134651184,0.8399999737739563,0.8733333349227905
0.8199999928474426,0.8133333325386047,0.800000011920929,0.8600000143051147
0.8199999928474426,0.8066666722297668,0.8266666531562805,0.8600000143051147
0.8266666531562805,0.8133333325386047,0.8266666531562805,0.8666666746139526
0.8600000143051147,0.8133333325386047,0.8266666531562805,0.846666693687439
0.8399999737739563,0.8133333325386047,0.800000011920929,0.8266666531562805
0.8333333134651184,0.8199999928474426,0.800000011920929,0.8666666746139526
0.8666666746139526,0.7933333516120911,0.8066666722297668,0.8399999737739563
0.8266666531562805,0.8533333539962769,0.8600000143051147,0.8799999952316284
0.8199999928474426,0.8533333539962769,0.8600000143051147,0.8199999928474426
0.8666666746139526,0.846666693687439,0.7933333516120911,0.8399999737739563
0.8199999928474426,0.8533333539962769,0.8199999928474426,0.8199999928474426
0.8066666722297668,0.8399999737739563,0.8266666531562805,0.846666693687439
0.8266666531562805,0.8266666531562805,0.8133333325386047,0.8399999737739563
0.8600000143051147,0.8333333134651184,0.8066666722297668,0.8600000143051147
0.8399999737739563,0.846666693687439,0.846666693687439,0.846666693687439
0.8399999737739563,0.8600000143051147,0.8533333539962769,0.846666693687439
0.8533333539962769,0.8666666746139526,0.8799999952316284,0.8600000143051147
0.846666693687439,0.8666666746139526,0.8399999737739563,0.8533333539962769
0.846666693687439,0.8399999737739563,0.8266666531562805,0.846666693687439
0.8600000143051147,0.8666666746139526,0.8533333539962769,0.846666693687439
