baseline_accuracies,baseline_aurocs,baseline_tp,baseline_tn,baseline_fp,baseline_fn,max_rgb_accuracies,max_rgb_aurocs,max_rgb_tp,max_rgb_tn,max_rgb_fp,max_rgb_fn,shades_of_gray_accuracies,shades_of_gray_aurocs,shades_of_gray_tp,shades_of_gray_tn,shades_of_gray_fp,shades_of_gray_fn,ben_graham_accuracies,ben_graham_aurocs,ben_graham_tp,ben_graham_tn,ben_graham_fp,ben_graham_fn
0.7666666507720947,0.7075000405311584,11,117,19,3,0.7666666507720947,0.7283334136009216,9,118,21,2,0.7400000095367432,0.7638887763023376,8,116,22,4,0.6933333277702332,0.7419443726539612,14,118,16,2
0.7799999713897705,0.7422223091125488,11,117,19,3,0.8066666722297668,0.7822222113609314,9,118,21,2,0.8066666722297668,0.7994444966316223,8,116,22,4,0.8133333325386047,0.7758333086967468,14,118,16,2
0.8066666722297668,0.7563888430595398,11,117,19,3,0.7733333110809326,0.7477778792381287,9,118,21,2,0.8066666722297668,0.7436110973358154,8,116,22,4,0.8199999928474426,0.7611111402511597,14,118,16,2
0.8533333539962769,0.7355556488037109,11,117,19,3,0.8266666531562805,0.7936111092567444,9,118,21,2,0.846666693687439,0.743055522441864,8,116,22,4,0.846666693687439,0.7630555629730225,14,118,16,2
0.8533333539962769,0.7647221684455872,11,117,19,3,0.7866666913032532,0.8130555748939514,9,118,21,2,0.8333333134651184,0.7855555415153503,8,116,22,4,0.8733333349227905,0.7880555987358093,14,118,16,2
0.8333333134651184,0.753611147403717,11,117,19,3,0.7866666913032532,0.8338888883590698,9,118,21,2,0.8333333134651184,0.8027778267860413,8,116,22,4,0.846666693687439,0.7872223258018494,14,118,16,2
0.846666693687439,0.8094444274902344,11,117,19,3,0.8533333539962769,0.8469444513320923,9,118,21,2,0.8133333325386047,0.8213889002799988,8,116,22,4,0.846666693687439,0.8024999499320984,14,118,16,2
0.8266666531562805,0.8077778220176697,11,117,19,3,0.846666693687439,0.8313889503479004,9,118,21,2,0.8199999928474426,0.8294445276260376,8,116,22,4,0.8333333134651184,0.7836111783981323,14,118,16,2
0.8133333325386047,0.8280555605888367,11,117,19,3,0.8133333325386047,0.8058332204818726,9,118,21,2,0.7866666913032532,0.8088887929916382,8,116,22,4,0.8333333134651184,0.830277681350708,14,118,16,2
0.8333333134651184,0.8147222399711609,11,117,19,3,0.8133333325386047,0.8069443702697754,9,118,21,2,0.8333333134651184,0.7961111068725586,8,116,22,4,0.8733333349227905,0.8322221636772156,14,118,16,2
0.800000011920929,0.8166666030883789,11,117,19,3,0.8600000143051147,0.8397222757339478,9,118,21,2,0.8333333134651184,0.826666533946991,8,116,22,4,0.8600000143051147,0.8608333468437195,14,118,16,2
0.8333333134651184,0.8872222304344177,11,117,19,3,0.8733333349227905,0.8569443821907043,9,118,21,2,0.8266666531562805,0.8069444894790649,8,116,22,4,0.8799999952316284,0.8663888573646545,14,118,16,2
0.8533333539962769,0.8633332252502441,11,117,19,3,0.8799999952316284,0.8899999260902405,9,118,21,2,0.8533333539962769,0.8741666674613953,8,116,22,4,0.8600000143051147,0.8536112308502197,14,118,16,2
0.8399999737739563,0.8830554485321045,11,117,19,3,0.8666666746139526,0.9025000929832458,9,118,21,2,0.846666693687439,0.8583331108093262,8,116,22,4,0.8399999737739563,0.8466666340827942,14,118,16,2
0.8600000143051147,0.8977778553962708,11,117,19,3,0.8600000143051147,0.8680556416511536,9,118,21,2,0.8399999737739563,0.8458332419395447,8,116,22,4,0.8533333539962769,0.8516666293144226,14,118,16,2
0.8666666746139526,0.868055522441864,11,117,19,3,0.8333333134651184,0.8608334064483643,9,118,21,2,0.8199999928474426,0.8297222852706909,8,116,22,4,0.8600000143051147,0.8524999022483826,14,118,16,2
0.8666666746139526,0.8841665387153625,11,117,19,3,0.8799999952316284,0.9013890027999878,9,118,21,2,0.8533333539962769,0.837222158908844,8,116,22,4,0.8866666555404663,0.8563888669013977,14,118,16,2
0.8600000143051147,0.8972221612930298,11,117,19,3,0.846666693687439,0.8769445419311523,9,118,21,2,0.8066666722297668,0.8399999141693115,8,116,22,4,0.8799999952316284,0.8766666650772095,14,118,16,2
0.8733333349227905,0.9013887643814087,11,117,19,3,0.8600000143051147,0.8747221827507019,9,118,21,2,0.8133333325386047,0.842222273349762,8,116,22,4,0.8733333349227905,0.8913889527320862,14,118,16,2
0.8600000143051147,0.9019445180892944,11,117,19,3,0.8533333539962769,0.8925001621246338,9,118,21,2,0.8066666722297668,0.8291667103767395,8,116,22,4,0.8866666555404663,0.8891667723655701,14,118,16,2
0.8399999737739563,0.8947223424911499,11,117,19,3,0.8533333539962769,0.8961111307144165,9,118,21,2,0.8266666531562805,0.855555534362793,8,116,22,4,0.8866666555404663,0.8877777457237244,14,118,16,2
0.8533333539962769,0.904166579246521,11,117,19,3,0.8533333539962769,0.8888888955116272,9,118,21,2,0.8333333134651184,0.8480556607246399,8,116,22,4,0.8799999952316284,0.8869444727897644,14,118,16,2
0.846666693687439,0.9050001502037048,11,117,19,3,0.8399999737739563,0.8797222375869751,9,118,21,2,0.8199999928474426,0.8461112380027771,8,116,22,4,0.8799999952316284,0.8869445323944092,14,118,16,2
0.8533333539962769,0.904166579246521,11,117,19,3,0.846666693687439,0.8872221112251282,9,118,21,2,0.8266666531562805,0.8547222018241882,8,116,22,4,0.8799999952316284,0.8877779245376587,14,118,16,2
