baseline_accuracies,baseline_aurocs,baseline_tp,baseline_tn,baseline_fp,baseline_fn,max_rgb_accuracies,max_rgb_aurocs,max_rgb_tp,max_rgb_tn,max_rgb_fp,max_rgb_fn,shades_of_gray_accuracies,shades_of_gray_aurocs,shades_of_gray_tp,shades_of_gray_tn,shades_of_gray_fp,shades_of_gray_fn,ben_graham_accuracies,ben_graham_aurocs,ben_graham_tp,ben_graham_tn,ben_graham_fp,ben_graham_fn
0.7133333086967468,0.7433332800865173,15,115,15,5,0.6933333277702332,0.7041666507720947,12,118,18,2,0.6466666460037231,0.6725000739097595,10,114,20,6,0.7266666889190674,0.73416668176651,14,117,16,3
0.7933333516120911,0.7441666722297668,15,115,15,5,0.7933333516120911,0.7325000762939453,12,118,18,2,0.8133333325386047,0.7230556607246399,10,114,20,6,0.7866666913032532,0.7472221255302429,14,117,16,3
0.8133333325386047,0.7724999189376831,15,115,15,5,0.8266666531562805,0.7725000381469727,12,118,18,2,0.8533333539962769,0.8177777528762817,10,114,20,6,0.8066666722297668,0.7755556702613831,14,117,16,3
0.8399999737739563,0.8033334016799927,15,115,15,5,0.8266666531562805,0.7902778387069702,12,118,18,2,0.7933333516120911,0.8008332848548889,10,114,20,6,0.8199999928474426,0.8036110401153564,14,117,16,3
0.8266666531562805,0.8019446134567261,15,115,15,5,0.8266666531562805,0.7950000166893005,12,118,18,2,0.8199999928474426,0.7916667461395264,10,114,20,6,0.8133333325386047,0.8083333373069763,14,117,16,3
0.8399999737739563,0.8183332681655884,15,115,15,5,0.8333333134651184,0.8022221326828003,12,118,18,2,0.8199999928474426,0.7813889384269714,10,114,20,6,0.8600000143051147,0.8113890290260315,14,117,16,3
0.8399999737739563,0.8327777981758118,15,115,15,5,0.8399999737739563,0.8116666078567505,12,118,18,2,0.8066666722297668,0.7816668152809143,10,114,20,6,0.846666693687439,0.8236110806465149,14,117,16,3
0.8399999737739563,0.848611056804657,15,115,15,5,0.7799999713897705,0.8147221207618713,12,118,18,2,0.8199999928474426,0.8077777624130249,10,114,20,6,0.8133333325386047,0.824999988079071,14,117,16,3
0.846666693687439,0.8636111617088318,15,115,15,5,0.846666693687439,0.8869443535804749,12,118,18,2,0.8600000143051147,0.8252779245376587,10,114,20,6,0.8600000143051147,0.8602778911590576,14,117,16,3
0.8333333134651184,0.8047223091125488,15,115,15,5,0.8133333325386047,0.8330557346343994,12,118,18,2,0.800000011920929,0.8536112308502197,10,114,20,6,0.846666693687439,0.8572222590446472,14,117,16,3
0.8266666531562805,0.8336111903190613,15,115,15,5,0.8199999928474426,0.8708333969116211,12,118,18,2,0.7933333516120911,0.7947220802307129,10,114,20,6,0.8666666746139526,0.8608333468437195,14,117,16,3
0.8266666531562805,0.8283333778381348,15,115,15,5,0.8333333134651184,0.8791666626930237,12,118,18,2,0.8333333134651184,0.8355556726455688,10,114,20,6,0.8733333349227905,0.8802779316902161,14,117,16,3
0.8266666531562805,0.8350000381469727,15,115,15,5,0.8266666531562805,0.8447221517562866,12,118,18,2,0.800000011920929,0.8266667723655701,10,114,20,6,0.846666693687439,0.8477779030799866,14,117,16,3
0.8733333349227905,0.8572221994400024,15,115,15,5,0.8399999737739563,0.862777829170227,12,118,18,2,0.8266666531562805,0.8316667675971985,10,114,20,6,0.8600000143051147,0.8808333873748779,14,117,16,3
0.8333333134651184,0.8322224617004395,15,115,15,5,0.8666666746139526,0.8930555582046509,12,118,18,2,0.8199999928474426,0.8333333730697632,10,114,20,6,0.8733333349227905,0.8524999022483826,14,117,16,3
0.8666666746139526,0.8627777695655823,15,115,15,5,0.8666666746139526,0.8666667342185974,12,118,18,2,0.8133333325386047,0.7944444417953491,10,114,20,6,0.8333333134651184,0.8808334469795227,14,117,16,3
0.8199999928474426,0.8652778267860413,15,115,15,5,0.8600000143051147,0.8819444179534912,12,118,18,2,0.8199999928474426,0.82750004529953,10,114,20,6,0.8866666555404663,0.9047223329544067,14,117,16,3
0.8666666746139526,0.867777943611145,15,115,15,5,0.8666666746139526,0.8869444131851196,12,118,18,2,0.846666693687439,0.8583333492279053,10,114,20,6,0.8799999952316284,0.8955556154251099,14,117,16,3
0.8600000143051147,0.8697221875190735,15,115,15,5,0.8533333539962769,0.865555465221405,12,118,18,2,0.8199999928474426,0.8311111330986023,10,114,20,6,0.8933333158493042,0.8936112523078918,14,117,16,3
0.8666666746139526,0.8819442391395569,15,115,15,5,0.8733333349227905,0.8783332705497742,12,118,18,2,0.8266666531562805,0.8609722256660461,10,114,20,6,0.8933333158493042,0.899444580078125,14,117,16,3
0.8666666746139526,0.8838887214660645,15,115,15,5,0.8266666531562805,0.8730554580688477,12,118,18,2,0.8266666531562805,0.855277955532074,10,114,20,6,0.8733333349227905,0.9013888835906982,14,117,16,3
0.8533333539962769,0.881944477558136,15,115,15,5,0.8600000143051147,0.8824998140335083,12,118,18,2,0.8333333134651184,0.8666666746139526,10,114,20,6,0.8666666746139526,0.9047223925590515,14,117,16,3
0.8733333349227905,0.8733333349227905,15,115,15,5,0.8866666555404663,0.877777636051178,12,118,18,2,0.8533333539962769,0.8616666197776794,10,114,20,6,0.8933333158493042,0.8969443440437317,14,117,16,3
0.8666666746139526,0.873333215713501,15,115,15,5,0.8666666746139526,0.8838887810707092,12,118,18,2,0.8266666531562805,0.8675001263618469,10,114,20,6,0.8733333349227905,0.9013888835906982,14,117,16,3
