Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.7200000286102295,0.7216667532920837,0.7400000095367432,0.7263889908790588
0.8066666722297668,0.7180555462837219,0.8266666531562805,0.7394444942474365
0.746666669845581,0.7538889050483704,0.7933333516120911,0.7769443988800049
0.7933333516120911,0.7747222185134888,0.7733333110809326,0.7883332967758179
0.7799999713897705,0.7794443964958191,0.8199999928474426,0.804722249507904
0.8266666531562805,0.7727779150009155,0.8600000143051147,0.7869445085525513
0.8199999928474426,0.7747223377227783,0.8666666746139526,0.8000001311302185
0.8533333539962769,0.808055579662323,0.8333333134651184,0.8205556273460388
0.8333333134651184,0.8475001454353333,0.846666693687439,0.8480556011199951
0.8799999952316284,0.8822221159934998,0.8600000143051147,0.8733333349227905
0.846666693687439,0.8641666173934937,0.8600000143051147,0.8677777051925659
0.8399999737739563,0.8655555844306946,0.8333333134651184,0.8702777624130249
0.8866666555404663,0.8680557012557983,0.8799999952316284,0.8911111354827881
0.8600000143051147,0.8341668248176575,0.8600000143051147,0.8691667318344116
0.8199999928474426,0.8388888835906982,0.846666693687439,0.8483332991600037
0.8666666746139526,0.8641666173934937,0.8333333134651184,0.8791667222976685
0.8600000143051147,0.8447222113609314,0.8266666531562805,0.846666693687439
0.8600000143051147,0.8491665124893188,0.8333333134651184,0.8644445538520813
0.8666666746139526,0.8597221374511719,0.8399999737739563,0.8552778363227844
0.8733333349227905,0.8581942915916443,0.8399999737739563,0.8480555415153503
0.846666693687439,0.858333170413971,0.8333333134651184,0.8602777123451233
0.8600000143051147,0.8561109304428101,0.8333333134651184,0.8586111664772034
0.8533333539962769,0.8508331179618835,0.846666693687439,0.8588889241218567
0.8600000143051147,0.8624997735023499,0.8399999737739563,0.8576390147209167
