Baseline_acc,Baseline_auroc,ARL_acc,ARL_auroc
0.7599999904632568,0.7295833230018616,0.7666666507720947,0.7244445085525513
0.8399999737739563,0.7902777791023254,0.8199999928474426,0.783610999584198
0.8333333134651184,0.769444465637207,0.8333333134651184,0.7724999189376831
0.846666693687439,0.7816666960716248,0.8399999737739563,0.7788888812065125
0.8199999928474426,0.8000000715255737,0.846666693687439,0.7994443774223328
0.8399999737739563,0.7938889265060425,0.846666693687439,0.8119444847106934
0.8533333539962769,0.8113888502120972,0.8533333539962769,0.8111110925674438
0.8333333134651184,0.7986112236976624,0.8333333134651184,0.7658333778381348
0.8533333539962769,0.8313888311386108,0.8333333134651184,0.8536111116409302
0.8333333134651184,0.8538891077041626,0.8399999737739563,0.8622221350669861
0.8600000143051147,0.8700000643730164,0.8666666746139526,0.8652776479721069
0.8399999737739563,0.8613889217376709,0.8133333325386047,0.8502777218818665
0.8333333134651184,0.8205554485321045,0.8133333325386047,0.8477780222892761
0.846666693687439,0.8663887977600098,0.8399999737739563,0.8725000619888306
0.8600000143051147,0.8405554294586182,0.8333333134651184,0.8277777433395386
0.8600000143051147,0.862500011920929,0.8666666746139526,0.8233333230018616
0.8666666746139526,0.8777777552604675,0.8266666531562805,0.8638888597488403
0.8600000143051147,0.8772220015525818,0.8399999737739563,0.8624999523162842
0.8600000143051147,0.8644444346427917,0.8399999737739563,0.864444375038147
0.8666666746139526,0.8874999284744263,0.8533333539962769,0.875
0.8733333349227905,0.8958333134651184,0.8533333539962769,0.8761110305786133
0.8799999952316284,0.8874998688697815,0.8533333539962769,0.8774999976158142
0.8733333349227905,0.8822221159934998,0.8600000143051147,0.8755555748939514
0.8666666746139526,0.8849998712539673,0.846666693687439,0.8641667366027832
