Baseline, EfficientNet With ARL
0.2633451819419861,0.2633451819419861
0.4750889539718628,0.4750889539718628
0.5142349004745483,0.5142349004745483
0.5729537606239319,0.5729537606239319
0.6032028198242188,0.6049821972846985
0.599644124507904,0.599644124507904
0.5907473564147949,0.5907473564147949
0.581850528717041,0.5925266742706299
0.5124555230140686,0.5088967680931091
0.564056932926178,0.5658363103866577
0.5693950057029724,0.6103202700614929
0.581850528717041,0.5765124559402466
0.5925266742706299,0.5960854291915894
0.6298932433128357,0.5729537606239319
0.564056932926178,0.5569394826889038
0.6192170977592468,0.5854092240333557
0.6298932433128357,0.6156583428382874
0.6512455344200134,0.6120996475219727
0.6192170977592468,0.6352313160896301
0.6565836071968079,0.6619216799736023
0.6298932433128357,0.6245551705360413
0.6868327260017395,0.6708185076713562
0.6708185076713562,0.6779359579086304
0.6814946532249451,0.6708185076713562
0.6886121034622192,0.6512455344200134
0.6975088715553284,0.6743772029876709
0.6690391302108765,0.6779359579086304
0.7010676264762878,0.6761565804481506
0.6779359579086304,0.6565836071968079
0.7046263217926025,0.7170818448066711
0.6832740306854248,0.6921707987785339
0.6921707987785339,0.7046263217926025
0.7046263217926025,0.7153024673461914
0.6939501762390137,0.7135231494903564
0.6957295536994934,0.7170818448066711
0.6850534081459045,0.7064056992530823
0.6939501762390137,0.725978672504425
0.690391480922699,0.7153024673461914
0.6921707987785339,0.7170818448066711
0.6957295536994934,0.7135231494903564
