Baseline, EfficientNet With ARL
0.2811387777328491,0.2811387777328491
0.46975088119506836,0.46975088119506836
0.5338078141212463,0.5338078141212463
0.5782918334007263,0.5782918334007263
0.5925266742706299,0.5889679789543152
0.5836299061775208,0.5800711512565613
0.5907473564147949,0.5978647470474243
0.5711743831634521,0.5854092240333557
0.6174377202987671,0.5889679789543152
0.6209964156150818,0.6103202700614929
0.5711743831634521,0.5693950057029724
0.5765124559402466,0.6192170977592468
0.5747330784797668,0.5854092240333557
0.5800711512565613,0.5854092240333557
0.5498220920562744,0.5693950057029724
0.6120996475219727,0.6494662165641785
0.5889679789543152,0.6370106935501099
0.626334547996521,0.628113865852356
0.6334519386291504,0.645907461643219
0.645907461643219,0.6725978851318359
0.6423487663269043,0.6352313160896301
0.6583629846572876,0.6423487663269043
0.6797152757644653,0.6725978851318359
0.6209964156150818,0.6654804348945618
0.6743772029876709,0.7046263217926025
0.6601423621177673,0.6797152757644653
0.690391480922699,0.6708185076713562
0.6761565804481506,0.6743772029876709
0.6761565804481506,0.6814946532249451
0.6957295536994934,0.6921707987785339
0.6850534081459045,0.6832740306854248
0.7028470039367676,0.6886121034622192
0.708185076713562,0.6992882490158081
0.6921707987785339,0.7117437720298767
0.7028470039367676,0.6957295536994934
0.6992882490158081,0.6992882490158081
0.7010676264762878,0.7046263217926025
0.7028470039367676,0.7064056992530823
0.7010676264762878,0.708185076713562
0.7046263217926025,0.709964394569397
