Baseline, EfficientNet With ARL
0.30604982376098633,0.30604982376098633
0.4626334607601166,0.4626334607601166
0.5498220920562744,0.5498220920562744
0.5925266742706299,0.5925266742706299
0.5533807873725891,0.5551601648330688
0.6032028198242188,0.6014235019683838
0.5676156878471375,0.5711743831634521
0.5622775554656982,0.5427046418190002
0.4786476790904999,0.5213522911071777
0.5907473564147949,0.5907473564147949
0.5569394826889038,0.6103202700614929
0.5106761455535889,0.5071174502372742
0.5142349004745483,0.5284697413444519
0.6138790249824524,0.6049821972846985
0.626334547996521,0.6192170977592468
0.608540952205658,0.5889679789543152
0.5960854291915894,0.6067615747451782
0.628113865852356,0.6032028198242188
0.6565836071968079,0.6352313160896301
0.6370106935501099,0.626334547996521
0.6494662165641785,0.6405693888664246
0.6512455344200134,0.6690391302108765
0.6512455344200134,0.6654804348945618
0.6690391302108765,0.6298932433128357
0.6814946532249451,0.6690391302108765
0.6921707987785339,0.6654804348945618
0.690391480922699,0.6814946532249451
0.6975088715553284,0.709964394569397
0.708185076713562,0.6957295536994934
0.6992882490158081,0.7010676264762878
0.7170818448066711,0.6725978851318359
0.7224199175834656,0.6992882490158081
0.7170818448066711,0.7135231494903564
0.708185076713562,0.709964394569397
0.708185076713562,0.7224199175834656
0.7028470039367676,0.7206405401229858
0.7241992950439453,0.7224199175834656
0.7188612222671509,0.7188612222671509
0.7206405401229858,0.725978672504425
0.7153024673461914,0.72775799036026
