Without Color Correction, Max_RGB
0.4145907461643219,0.37188613414764404
0.5409252643585205,0.5053380727767944
0.5569394826889038,0.5533807873725891
0.5142349004745483,0.5676156878471375
0.5035586953163147,0.45729538798332214
0.5284697413444519,0.5249110460281372
0.5427046418190002,0.5462633371353149
0.5391458868980408,0.5106761455535889
0.5569394826889038,0.5302491188049316
0.6156583428382874,0.6014235019683838
0.5782918334007263,0.5871886014938354
0.6245551705360413,0.6245551705360413
0.628113865852356,0.6245551705360413
0.6352313160896301,0.6672598123550415
0.6494662165641785,0.6797152757644653
0.6761565804481506,0.6779359579086304
0.6690391302108765,0.6832740306854248
0.6886121034622192,0.7010676264762878
0.6832740306854248,0.7206405401229858
0.6850534081459045,0.7153024673461914
