Baseline, With ARL
0.27402135729789734,0.27402135729789734
0.38612100481987,0.3950178027153015
0.4644128084182739,0.4644128084182739
0.46975088119506836,0.49466192722320557
0.5,0.5302491188049316
0.5195729732513428,0.5338078141212463
0.5266903638839722,0.5320284962654114
0.5569394826889038,0.5658363103866577
0.5480427145957947,0.517793595790863
0.5124555230140686,0.5195729732513428
0.5782918334007263,0.5782918334007263
0.5587188601493835,0.5017793774604797
0.5409252643585205,0.5711743831634521
0.5587188601493835,0.5533807873725891
0.5427046418190002,0.5142349004745483
0.5676156878471375,0.5747330784797668
0.5943060517311096,0.5462633371353149
0.5871886014938354,0.5765124559402466
0.5943060517311096,0.6227757930755615
0.5871886014938354,0.5871886014938354
0.6245551705360413,0.5889679789543152
0.6227757930755615,0.5871886014938354
0.6245551705360413,0.6334519386291504
0.6156583428382874,0.5978647470474243
0.645907461643219,0.6316726207733154
0.6476868391036987,0.6654804348945618
0.6548042893409729,0.628113865852356
0.663701057434082,0.6654804348945618
0.6530249118804932,0.6743772029876709
0.663701057434082,0.6743772029876709
0.663701057434082,0.6690391302108765
0.6797152757644653,0.6779359579086304
0.6743772029876709,0.6814946532249451
0.6886121034622192,0.6850534081459045
0.6761565804481506,0.690391480922699
0.6797152757644653,0.6814946532249451
0.6832740306854248,0.6886121034622192
0.6832740306854248,0.6886121034622192
0.690391480922699,0.6868327260017395
0.6814946532249451,0.6921707987785339
