Baseline, EfficientNet With ARL
0.28647688031196594,0.28647688031196594
0.4804270565509796,0.4804270565509796
0.5462633371353149,0.5462633371353149
0.5854092240333557,0.5854092240333557
0.6192170977592468,0.6192170977592468
0.5800711512565613,0.5854092240333557
0.5871886014938354,0.5907473564147949
0.5480427145957947,0.5533807873725891
0.5836299061775208,0.5925266742706299
0.6138790249824524,0.5711743831634521
0.5978647470474243,0.6032028198242188
0.6316726207733154,0.599644124507904
0.5765124559402466,0.6120996475219727
0.5782918334007263,0.6067615747451782
0.6245551705360413,0.628113865852356
0.6067615747451782,0.6298932433128357
0.626334547996521,0.6227757930755615
0.6049821972846985,0.5978647470474243
0.6423487663269043,0.6476868391036987
0.6245551705360413,0.626334547996521
0.6619216799736023,0.626334547996521
0.6725978851318359,0.6441280841827393
0.6850534081459045,0.6530249118804932
0.6797152757644653,0.6761565804481506
0.6583629846572876,0.6476868391036987
0.7046263217926025,0.6690391302108765
0.6779359579086304,0.6832740306854248
0.6868327260017395,0.6779359579086304
0.6814946532249451,0.6975088715553284
0.6868327260017395,0.7010676264762878
0.6743772029876709,0.6992882490158081
0.7028470039367676,0.6992882490158081
0.6921707987785339,0.6975088715553284
0.6939501762390137,0.708185076713562
0.7028470039367676,0.7135231494903564
0.7010676264762878,0.7206405401229858
0.6957295536994934,0.7170818448066711
0.709964394569397,0.7206405401229858
0.6939501762390137,0.7206405401229858
0.6992882490158081,0.7153024673461914
