Without Color Correction, Max_RGB
0.3790035545825958,0.37544482946395874
0.5462633371353149,0.5195729732513428
0.564056932926178,0.5284697413444519
0.5658363103866577,0.5231316685676575
0.5195729732513428,0.5106761455535889
0.5302491188049316,0.4021352231502533
0.5533807873725891,0.5355871915817261
0.5320284962654114,0.5711743831634521
0.5676156878471375,0.6156583428382874
0.6103202700614929,0.628113865852356
0.5782918334007263,0.5836299061775208
0.6476868391036987,0.6156583428382874
0.6370106935501099,0.6387900114059448
0.6921707987785339,0.6779359579086304
0.6725978851318359,0.663701057434082
0.7028470039367676,0.6886121034622192
0.6797152757644653,0.6957295536994934
0.6779359579086304,0.7046263217926025
0.6814946532249451,0.7064056992530823
0.6832740306854248,0.709964394569397
