Baseline, With ARL
0.2882562279701233,0.2793594300746918
0.3772242069244385,0.38612100481987
0.4395017921924591,0.44128113985061646
0.48932385444641113,0.4786476790904999
0.5035586953163147,0.5
0.5053380727767944,0.5124555230140686
0.5017793774604797,0.5338078141212463
0.5124555230140686,0.5462633371353149
0.4911032021045685,0.5622775554656982
0.5587188601493835,0.5124555230140686
0.581850528717041,0.5302491188049316
0.5284697413444519,0.5729537606239319
0.49288254976272583,0.5854092240333557
0.5480427145957947,0.5711743831634521
0.5800711512565613,0.5693950057029724
0.5782918334007263,0.6014235019683838
0.608540952205658,0.599644124507904
0.6067615747451782,0.5978647470474243
0.5836299061775208,0.6227757930755615
0.6067615747451782,0.6387900114059448
0.6352313160896301,0.6423487663269043
0.6370106935501099,0.6352313160896301
0.6138790249824524,0.628113865852356
0.6441280841827393,0.6370106935501099
0.645907461643219,0.6512455344200134
0.6583629846572876,0.6494662165641785
0.6814946532249451,0.6690391302108765
0.6797152757644653,0.6512455344200134
0.6886121034622192,0.663701057434082
0.6939501762390137,0.6939501762390137
0.6886121034622192,0.6868327260017395
0.6921707987785339,0.690391480922699
0.6957295536994934,0.7010676264762878
0.6939501762390137,0.7010676264762878
0.6868327260017395,0.6921707987785339
0.6939501762390137,0.6939501762390137
0.6761565804481506,0.7010676264762878
0.6886121034622192,0.7010676264762878
0.6957295536994934,0.7028470039367676
0.6886121034622192,0.7153024673461914
