Baseline, With ARL
0.25444838404655457,0.2562277615070343
0.3950178027153015,0.3825622797012329
0.42526689171791077,0.435943067073822
0.517793595790863,0.517793595790863
0.4964412748813629,0.5320284962654114
0.5088967680931091,0.5427046418190002
0.5142349004745483,0.5444839596748352
0.5320284962654114,0.5284697413444519
0.5516014099121094,0.5444839596748352
0.5320284962654114,0.5854092240333557
0.5409252643585205,0.5231316685676575
0.5338078141212463,0.5604982376098633
0.5338078141212463,0.5444839596748352
0.5391458868980408,0.581850528717041
0.5782918334007263,0.5444839596748352
0.5925266742706299,0.5551601648330688
0.5782918334007263,0.5498220920562744
0.5871886014938354,0.6120996475219727
0.5604982376098633,0.6174377202987671
0.5943060517311096,0.6032028198242188
0.6156583428382874,0.6067615747451782
0.608540952205658,0.6192170977592468
0.6209964156150818,0.626334547996521
0.6120996475219727,0.6298932433128357
0.6548042893409729,0.6334519386291504
0.6530249118804932,0.6476868391036987
0.6583629846572876,0.6654804348945618
0.6548042893409729,0.6619216799736023
0.6601423621177673,0.6548042893409729
0.663701057434082,0.6690391302108765
0.6761565804481506,0.6868327260017395
0.6779359579086304,0.6743772029876709
0.6530249118804932,0.6654804348945618
0.6725978851318359,0.6654804348945618
0.6814946532249451,0.6797152757644653
0.6992882490158081,0.6868327260017395
0.7010676264762878,0.6832740306854248
0.690391480922699,0.6939501762390137
0.6868327260017395,0.6779359579086304
0.6957295536994934,0.6814946532249451
