Baseline, EfficientNet With ARL
0.27402135729789734,0.27402135729789734
0.4786476790904999,0.4786476790904999
0.5266903638839722,0.5266903638839722
0.6014235019683838,0.6014235019683838
0.5907473564147949,0.5925266742706299
0.5658363103866577,0.5676156878471375
0.6014235019683838,0.5925266742706299
0.5622775554656982,0.564056932926178
0.5978647470474243,0.6138790249824524
0.5978647470474243,0.6014235019683838
0.6067615747451782,0.6049821972846985
0.5925266742706299,0.608540952205658
0.6014235019683838,0.5800711512565613
0.6156583428382874,0.6245551705360413
0.6209964156150818,0.581850528717041
0.6209964156150818,0.5693950057029724
0.6156583428382874,0.608540952205658
0.6530249118804932,0.6387900114059448
0.6138790249824524,0.5943060517311096
0.6245551705360413,0.6370106935501099
0.6530249118804932,0.6512455344200134
0.6138790249824524,0.6423487663269043
0.6548042893409729,0.6565836071968079
0.6690391302108765,0.6619216799736023
0.6797152757644653,0.6850534081459045
0.6975088715553284,0.6334519386291504
0.6850534081459045,0.6850534081459045
0.6779359579086304,0.6992882490158081
0.7028470039367676,0.708185076713562
0.6992882490158081,0.6992882490158081
0.709964394569397,0.690391480922699
0.7188612222671509,0.6992882490158081
0.7313167452812195,0.7188612222671509
0.709964394569397,0.7135231494903564
0.7153024673461914,0.7028470039367676
0.7153024673461914,0.7135231494903564
0.7170818448066711,0.7064056992530823
0.7135231494903564,0.709964394569397
0.7117437720298767,0.709964394569397
0.7170818448066711,0.709964394569397
