Without Color Correction, Max_RGB
0.38612100481987,0.38612100481987
0.5604982376098633,0.5195729732513428
0.5604982376098633,0.4964412748813629
0.5498220920562744,0.5373665690422058
0.5569394826889038,0.5035586953163147
0.6049821972846985,0.5035586953163147
0.5516014099121094,0.5587188601493835
0.581850528717041,0.5604982376098633
0.5711743831634521,0.5622775554656982
0.5622775554656982,0.6032028198242188
0.6690391302108765,0.5907473564147949
0.6174377202987671,0.5889679789543152
0.6992882490158081,0.6156583428382874
0.6725978851318359,0.6494662165641785
0.6850534081459045,0.6725978851318359
0.6975088715553284,0.6886121034622192
0.7064056992530823,0.690391480922699
0.7117437720298767,0.708185076713562
0.708185076713562,0.708185076713562
0.7046263217926025,0.708185076713562
