Baseline, EfficientNet With ARL
0.2758007049560547,0.2758007049560547
0.4786476790904999,0.4786476790904999
0.5427046418190002,0.5427046418190002
0.5889679789543152,0.5889679789543152
0.5960854291915894,0.5943060517311096
0.5302491188049316,0.5302491188049316
0.6138790249824524,0.608540952205658
0.5676156878471375,0.5587188601493835
0.5907473564147949,0.6156583428382874
0.6174377202987671,0.608540952205658
0.4786476790904999,0.5462633371353149
0.599644124507904,0.608540952205658
0.5782918334007263,0.6014235019683838
0.6138790249824524,0.6583629846572876
0.6138790249824524,0.6298932433128357
0.6174377202987671,0.6103202700614929
0.6174377202987671,0.6192170977592468
0.6512455344200134,0.6334519386291504
0.626334547996521,0.5925266742706299
0.6352313160896301,0.628113865852356
0.6779359579086304,0.6352313160896301
0.6797152757644653,0.6494662165641785
0.6725978851318359,0.6690391302108765
0.6743772029876709,0.645907461643219
0.6868327260017395,0.663701057434082
0.6797152757644653,0.6832740306854248
0.6690391302108765,0.6548042893409729
0.6921707987785339,0.6619216799736023
0.7135231494903564,0.6850534081459045
0.6957295536994934,0.7028470039367676
0.6779359579086304,0.6832740306854248
0.6975088715553284,0.6850534081459045
0.6886121034622192,0.6921707987785339
0.6939501762390137,0.690391480922699
0.7135231494903564,0.6832740306854248
0.7153024673461914,0.6921707987785339
0.7206405401229858,0.6992882490158081
0.7188612222671509,0.6939501762390137
0.7206405401229858,0.690391480922699
0.7224199175834656,0.6939501762390137
