Baseline, With ARL
0.29537367820739746,0.29893237352371216
0.3790035545825958,0.38612100481987
0.450177937746048,0.4395017921924591
0.4804270565509796,0.4786476790904999
0.5249110460281372,0.5071174502372742
0.5160142183303833,0.5373665690422058
0.517793595790863,0.5195729732513428
0.517793595790863,0.517793595790863
0.5551601648330688,0.5622775554656982
0.5409252643585205,0.517793595790863
0.5320284962654114,0.5409252643585205
0.5604982376098633,0.5516014099121094
0.5622775554656982,0.5622775554656982
0.4715302586555481,0.5533807873725891
0.5925266742706299,0.6067615747451782
0.5622775554656982,0.5889679789543152
0.5533807873725891,0.5836299061775208
0.5782918334007263,0.5765124559402466
0.5622775554656982,0.6120996475219727
0.6120996475219727,0.5747330784797668
0.5729537606239319,0.6103202700614929
0.6156583428382874,0.6352313160896301
0.6174377202987671,0.6405693888664246
0.5907473564147949,0.6565836071968079
0.6192170977592468,0.6405693888664246
0.6423487663269043,0.6423487663269043
0.6512455344200134,0.6725978851318359
0.6441280841827393,0.6601423621177673
0.6530249118804932,0.6583629846572876
0.6530249118804932,0.6708185076713562
0.6832740306854248,0.6975088715553284
0.6886121034622192,0.6868327260017395
0.6850534081459045,0.709964394569397
0.6690391302108765,0.7046263217926025
0.6939501762390137,0.7046263217926025
0.7010676264762878,0.7153024673461914
0.6975088715553284,0.709964394569397
0.6957295536994934,0.7010676264762878
0.6992882490158081,0.7170818448066711
0.7046263217926025,0.690391480922699
