Baseline,Max RGB,Shades of Gray
0.7666666507720947,0.753333330154419,0.699999988079071
0.8199999928474426,0.8066666722297668,0.8199999928474426
0.800000011920929,0.8066666722297668,0.7933333516120911
0.8133333325386047,0.8066666722297668,0.800000011920929
0.8066666722297668,0.8199999928474426,0.7933333516120911
0.8266666531562805,0.8133333325386047,0.8066666722297668
0.8133333325386047,0.8333333134651184,0.8066666722297668
0.8066666722297668,0.8066666722297668,0.8333333134651184
0.8066666722297668,0.8266666531562805,0.8333333134651184
0.800000011920929,0.8199999928474426,0.8066666722297668
0.800000011920929,0.800000011920929,0.7933333516120911
0.8133333325386047,0.8133333325386047,0.8333333134651184
0.8133333325386047,0.8133333325386047,0.8133333325386047
0.8066666722297668,0.8133333325386047,0.8199999928474426
0.8066666722297668,0.8133333325386047,0.800000011920929
0.8266666531562805,0.8199999928474426,0.8199999928474426
0.8266666531562805,0.8133333325386047,0.8199999928474426
0.8199999928474426,0.8399999737739563,0.8333333134651184
0.8199999928474426,0.8333333134651184,0.8199999928474426
0.8266666531562805,0.8133333325386047,0.8266666531562805
0.8399999737739563,0.8133333325386047,0.8266666531562805
0.8399999737739563,0.8199999928474426,0.8199999928474426
0.8333333134651184,0.8266666531562805,0.8199999928474426
0.8199999928474426,0.8333333134651184,0.8199999928474426
