Baseline, With ARL
0.2633451819419861,0.26690390706062317
0.3825622797012329,0.3736654818058014
0.4234875440597534,0.44128113985061646
0.4964412748813629,0.5
0.5195729732513428,0.5213522911071777
0.5053380727767944,0.5373665690422058
0.5391458868980408,0.5088967680931091
0.5516014099121094,0.5338078141212463
0.5284697413444519,0.5498220920562744
0.5782918334007263,0.5765124559402466
0.5249110460281372,0.5480427145957947
0.4875444769859314,0.4715302586555481
0.5444839596748352,0.5160142183303833
0.5925266742706299,0.5622775554656982
0.5373665690422058,0.5622775554656982
0.5907473564147949,0.5960854291915894
0.5604982376098633,0.5551601648330688
0.6103202700614929,0.6156583428382874
0.5960854291915894,0.6120996475219727
0.5604982376098633,0.6032028198242188
0.5960854291915894,0.5925266742706299
0.6370106935501099,0.6120996475219727
0.6192170977592468,0.628113865852356
0.608540952205658,0.6494662165641785
0.6387900114059448,0.6405693888664246
0.663701057434082,0.6352313160896301
0.6601423621177673,0.6423487663269043
0.6672598123550415,0.6476868391036987
0.6512455344200134,0.6512455344200134
0.6690391302108765,0.6814946532249451
0.6672598123550415,0.663701057434082
0.6797152757644653,0.6743772029876709
0.6672598123550415,0.6779359579086304
0.6725978851318359,0.6708185076713562
0.6743772029876709,0.6814946532249451
0.6832740306854248,0.6797152757644653
0.6708185076713562,0.6868327260017395
0.6814946532249451,0.6814946532249451
0.6725978851318359,0.690391480922699
0.6779359579086304,0.6779359579086304
