Without Color Correction, Max_RGB
0.3487544357776642,0.34341636300086975
0.5516014099121094,0.5284697413444519
0.5533807873725891,0.5622775554656982
0.6014235019683838,0.5391458868980408
0.5462633371353149,0.5017793774604797
0.4590747356414795,0.5017793774604797
0.5871886014938354,0.5604982376098633
0.5195729732513428,0.5533807873725891
0.5925266742706299,0.4804270565509796
0.6156583428382874,0.5978647470474243
0.6298932433128357,0.5747330784797668
0.6476868391036987,0.628113865852356
0.626334547996521,0.6476868391036987
0.6654804348945618,0.6548042893409729
0.6725978851318359,0.6779359579086304
0.6850534081459045,0.6832740306854248
0.6761565804481506,0.6850534081459045
0.6761565804481506,0.6868327260017395
0.6743772029876709,0.690391480922699
0.6743772029876709,0.6975088715553284
