Baseline,Without SE,Without SE and with ARL,With Both
0.7066666483879089,0.47333332896232605,0.46666666865348816,0.7066666483879089
0.7400000095367432,0.5266666412353516,0.5199999809265137,0.7400000095367432
0.7933333516120911,0.7866666913032532,0.7799999713897705,0.7866666913032532
0.7866666913032532,0.800000011920929,0.8133333325386047,0.7933333516120911
0.7866666913032532,0.7933333516120911,0.7733333110809326,0.7799999713897705
0.8266666531562805,0.8066666722297668,0.8066666722297668,0.7799999713897705
0.7799999713897705,0.7933333516120911,0.7933333516120911,0.8199999928474426
0.800000011920929,0.8333333134651184,0.8133333325386047,0.7799999713897705
0.7933333516120911,0.800000011920929,0.7866666913032532,0.8066666722297668
0.7799999713897705,0.800000011920929,0.753333330154419,0.8333333134651184
0.8266666531562805,0.7666666507720947,0.8066666722297668,0.846666693687439
0.8399999737739563,0.8199999928474426,0.7866666913032532,0.8133333325386047
0.800000011920929,0.800000011920929,0.800000011920929,0.7933333516120911
0.8133333325386047,0.8066666722297668,0.7866666913032532,0.8133333325386047
0.8266666531562805,0.8066666722297668,0.800000011920929,0.8133333325386047
0.8266666531562805,0.800000011920929,0.8333333134651184,0.800000011920929
0.8066666722297668,0.8199999928474426,0.8133333325386047,0.8199999928474426
0.8333333134651184,0.846666693687439,0.8199999928474426,0.8399999737739563
0.8266666531562805,0.8266666531562805,0.8066666722297668,0.8133333325386047
0.8066666722297668,0.8066666722297668,0.8133333325386047,0.8133333325386047
0.8133333325386047,0.8266666531562805,0.8133333325386047,0.8266666531562805
0.8333333134651184,0.8399999737739563,0.8199999928474426,0.8066666722297668
0.8266666531562805,0.8133333325386047,0.8266666531562805,0.8333333134651184
0.8133333325386047,0.8199999928474426,0.846666693687439,0.8399999737739563
0.8133333325386047,0.8199999928474426,0.8133333325386047,0.8199999928474426
0.8199999928474426,0.8266666531562805,0.8266666531562805,0.8399999737739563
0.8333333134651184,0.8266666531562805,0.8333333134651184,0.8199999928474426
0.8266666531562805,0.8199999928474426,0.8333333134651184,0.8266666531562805
0.8333333134651184,0.8199999928474426,0.8266666531562805,0.8266666531562805
0.8199999928474426,0.8266666531562805,0.8399999737739563,0.8333333134651184
