Without Color Correction, Max_RGB
0.3896797299385071,0.3701067566871643
0.5604982376098633,0.5195729732513428
0.5747330784797668,0.5160142183303833
0.564056932926178,0.5604982376098633
0.5053380727767944,0.48576512932777405
0.48932385444641113,0.5213522911071777
0.4911032021045685,0.5142349004745483
0.47330960631370544,0.5480427145957947
0.6174377202987671,0.5106761455535889
0.6120996475219727,0.599644124507904
0.5551601648330688,0.6049821972846985
0.5604982376098633,0.6227757930755615
0.6138790249824524,0.6405693888664246
0.6494662165641785,0.6654804348945618
0.6583629846572876,0.6761565804481506
0.6743772029876709,0.6886121034622192
0.6992882490158081,0.6832740306854248
0.6832740306854248,0.6832740306854248
0.6886121034622192,0.6832740306854248
0.6868327260017395,0.6797152757644653
