Baseline, With ARL
0.304270476102829,0.304270476102829
0.4021352231502533,0.39145907759666443
0.4466192126274109,0.4270462691783905
0.5231316685676575,0.47330960631370544
0.5302491188049316,0.517793595790863
0.5160142183303833,0.5266903638839722
0.5427046418190002,0.5106761455535889
0.5231316685676575,0.5516014099121094
0.5266903638839722,0.5266903638839722
0.5320284962654114,0.5427046418190002
0.5302491188049316,0.5444839596748352
0.5427046418190002,0.4964412748813629
0.564056932926178,0.5782918334007263
0.599644124507904,0.5871886014938354
0.5658363103866577,0.599644124507904
0.49822065234184265,0.5711743831634521
0.6067615747451782,0.5871886014938354
0.6352313160896301,0.6032028198242188
0.6245551705360413,0.6245551705360413
0.6067615747451782,0.6512455344200134
0.6138790249824524,0.5747330784797668
0.6387900114059448,0.6441280841827393
0.6405693888664246,0.6298932433128357
0.6548042893409729,0.6583629846572876
0.6494662165641785,0.6583629846572876
0.6530249118804932,0.6370106935501099
0.6708185076713562,0.6476868391036987
0.6761565804481506,0.6725978851318359
0.6619216799736023,0.6814946532249451
0.6743772029876709,0.6992882490158081
0.6797152757644653,0.6868327260017395
0.6868327260017395,0.6939501762390137
0.6975088715553284,0.7028470039367676
0.6992882490158081,0.690391480922699
0.7046263217926025,0.708185076713562
0.6921707987785339,0.7046263217926025
0.7028470039367676,0.7064056992530823
0.6939501762390137,0.7135231494903564
0.7046263217926025,0.708185076713562
0.6957295536994934,0.708185076713562
