Without Color Correction, Max_RGB
0.40391460061073303,0.38078293204307556
0.5355871915817261,0.5284697413444519
0.5284697413444519,0.5551601648330688
0.5373665690422058,0.5231316685676575
0.5142349004745483,0.4483985900878906
0.5213522911071777,0.5035586953163147
0.5213522911071777,0.5302491188049316
0.5800711512565613,0.5622775554656982
0.5355871915817261,0.5035586953163147
0.626334547996521,0.6049821972846985
0.6227757930755615,0.6103202700614929
0.5960854291915894,0.6067615747451782
0.6619216799736023,0.6138790249824524
0.6583629846572876,0.645907461643219
0.6797152757644653,0.6530249118804932
0.6868327260017395,0.690391480922699
0.6992882490158081,0.6814946532249451
0.708185076713562,0.6850534081459045
0.7028470039367676,0.6939501762390137
0.709964394569397,0.6939501762390137
